{0.051649, 0.090871, 0.142520}
{0.253284, 0.310890, 0.564175}
{0.442385, 0.540373, 0.982758}
{0.617647, 0.777963, 1.395610}
{0.778164, 1.022570, 1.800734}
{0.923405, 1.273234, 2.196639}
{1.053281, 1.529126, 2.582407}
{1.168166, 1.789530, 2.957696}
{1.268847, 2.053836, 3.322683}
{1.356432, 2.321523, 3.677955}
{1.432219, 2.592151, 4.024370}
{1.497583, 2.865342, 4.362926}
{1.553876, 3.140778, 4.694654}
{1.602362, 3.418184, 5.020546}
{1.644177, 3.697328, 5.341505}
{1.680323, 3.978009, 5.658332}
{1.711658, 4.260055, 5.971713}
{1.738916, 4.543316, 6.282232}
{1.762713, 4.827664, 6.590377}
{1.783568, 5.112987, 6.896556}
{1.801917, 5.399187, 7.201103}
{1.818121, 5.686177, 7.504298}
{1.832487, 5.973883, 7.806370}
{1.845270, 6.262238, 8.107509}
{6.551184, 8.642800, 15.193984}
{6.840669, 8.922148, 15.762817}
{7.130646, 9.203025, 16.333671}
{7.421073, 9.485258, 16.906332}
{7.711915, 9.768700, 17.480615}
{8.003138, 10.053222, 18.056360}
{8.294712, 10.338713, 18.633424}
{8.586610, 10.625075, 19.211685}
{8.878808, 10.912224, 19.791032}
{9.171285, 11.200085, 20.371369}
{9.464019, 11.488592, 20.952611}
{9.756994, 11.777687, 21.534681}
{10.050192, 12.067319, 22.117511}
{10.343599, 12.357441, 22.701040}
{10.637200, 12.648014, 23.285214}
{10.930983, 12.939000, 23.869983}
{11.224937, 13.230366, 24.455303}
{11.519051, 13.522083, 25.041134}
{11.813314, 13.814125, 25.627439}
{12.107718, 14.106467, 26.214185}
{12.402255, 14.399088, 26.801343}
{12.696917, 14.691967, 27.388884}
{12.991696, 14.985088, 27.976784}
{13.286586, 15.278434, 28.565019}
{13.581580, 15.571989, 29.153569}
{13.876674, 15.865740, 29.742414}
{14.171860, 16.159675, 30.331535}
{0.051735, 0.090665, 0.142400}
{0.255494, 0.308593, 0.564088}
{0.449929, 0.534155, 0.984085}
{0.634159, 0.766457, 1.400615}
{0.807534, 1.004799, 1.812333}
{0.969547, 1.248545, 2.218092}
{1.119855, 1.497121, 2.616976}
{1.258315, 1.750008, 3.008323}
{1.384998, 2.006744, 3.391741}
{1.500180, 2.266917, 3.767097}
{1.604326, 2.530164, 4.134490}
{1.698055, 2.796162, 4.494217}
{1.782092, 3.064629, 4.846720}
{1.857230, 3.335312, 5.192542}
{1.924286, 3.607991, 5.532277}
{1.984068, 3.882470, 5.866537}
{2.037350, 4.158576, 6.195925}
{2.084855, 4.436156, 6.521011}
{2.127248, 4.715073, 6.842321}
{2.165127, 4.995208, 7.160336}
{2.199029, 5.276453, 7.475482}
{2.229427, 5.558711, 7.788138}
{2.256740, 5.841897, 8.098637}
{2.281333, 6.125934, 8.407267}
{2.303528, 6.410752, 8.714281}
{2.323605, 6.696291, 9.019895}
{2.341806, 6.982493, 9.324299}
{2.358345, 7.269309, 9.627653}
{2.373407, 7.556692, 9.930099}
{2.387155, 7.844601, 10.231756}
{2.399731, 8.132998, 10.532730}
{2.411259, 8.421850, 10.833109}
{8.711125, 11.438318, 20.149442}
{9.000793, 11.718357, 20.719151}
{9.290830, 11.999527, 21.290357}
{9.581211, 12.281729, 21.862940}
{9.871914, 12.564875, 22.436789}
{10.162919, 12.848886, 23.011805}
{10.454208, 13.133692, 23.587899}
{10.745762, 13.419229, 24.164991}
{11.037567, 13.705441, 24.743008}
{11.329608, 13.992276, 25.321883}
{11.621870, 14.279687, 25.901557}
{11.914342, 14.567633, 26.481975}
{12.207012, 14.856074, 27.063086}
{12.499869, 15.144977, 27.644846}
{12.792903, 15.434309, 28.227212}
{13.086104, 15.724042, 28.810146}
{13.379464, 16.014148, 29.393612}
{13.672974, 16.304605, 29.977578}
{13.966626, 16.595389, 30.562015}
{0.051789, 0.090535, 0.142324}
{0.256853, 0.307125, 0.563978}
{0.454518, 0.530113, 0.984631}
{0.644134, 0.758844, 1.402978}
{0.825237, 0.992834, 1.818070}
{0.997423, 1.231636, 2.229058}
{1.160366, 1.474834, 2.635200}
{1.313831, 1.722044, 3.035875}
{1.457687, 1.972913, 3.430600}
{1.591915, 2.227119, 3.819034}
{1.716611, 2.484368, 4.200979}
{1.831981, 2.744393, 4.576375}
{1.938331, 3.006954, 4.945285}
{2.036052, 3.271830, 5.307882}
{2.125600, 3.538826, 5.664425}
{2.207477, 3.807762, 6.015238}
{2.282214, 4.078476, 6.360690}
{2.350351, 4.350825, 6.701176}
{2.412425, 4.624674, 7.037099}
{2.468956, 4.899906, 7.368863}
{2.520441, 5.176413, 7.696855}
{2.567347, 5.454096, 8.021443}
{2.610107, 5.732867, 8.342973}
{2.649120, 6.012645, 8.661764}
{2.684751, 6.293356, 8.978106}
{2.717331, 6.574934, 9.292265}
{2.747160, 6.857317, 9.604477}
{2.774508, 7.140451, 9.914958}
{2.799616, 7.424283, 10.223899}
{2.822703, 7.708767, 10.531470}
{2.843962, 7.993861, 10.837823}
{2.863568, 8.279525, 11.143093}
{2.881678, 8.565722, 11.447400}
{2.898429, 8.852420, 11.750850}
{2.913948, 9.139588, 12.053537}
{2.928347, 9.427197, 12.355544}
{2.941725, 9.715222, 12.656946}
