{4.782982, 8.356665, 13.139646, 5.244127, 8.945149, 14.189276, -0.461146, -0.588484, -1.049630}
{4.902517, 8.808802, 13.711319, 5.407583, 9.484086, 14.891669, -0.505066, -0.675284, -1.180350}
{5.013656, 9.263024, 14.276680, 5.561969, 10.032093, 15.594062, -0.548313, -0.769068, -1.317381}
{5.116947, 9.719198, 14.836145, 5.707286, 10.589169, 16.296454, -0.590339, -0.869971, -1.460309}
{5.212925, 10.177200, 15.390125, 5.843534, 11.155313, 16.998847, -0.630609, -0.978113, -1.608722}
{5.302104, 10.636916, 15.939020, 5.970713, 11.730527, 17.701240, -0.668608, -1.093611, -1.762220}
{5.384978, 11.098241, 16.483219, 6.088823, 12.314810, 18.403632, -0.703845, -1.216569, -1.920414}
{5.462013, 11.561077, 17.023090, 6.197864, 12.908162, 19.106025, -0.735851, -1.347085, -2.082935}
{5.533649, 12.025334, 17.558982, 6.297836, 13.510582, 19.808418, -0.764187, -1.485249, -2.249436}
{5.600297, 12.490927, 18.091224, 6.388738, 14.122072, 20.510811, -0.788441, -1.631146, -2.419587}
{5.662343, 12.957778, 18.620121, 6.470572, 14.742631, 21.213203, -0.808229, -1.784853, -2.593082}
{0.051925, 0.090203, 0.142128, 0.070548, 0.070873, 0.141421, -0.018623, 0.019330, 0.000707}
{0.397527, 0.447009, 0.844536, 0.416128, 0.427686, 0.843814, -0.018600, 0.019322, 0.000722}
{0.734863, 0.811522, 1.546385, 0.753698, 0.792509, 1.546207, -0.018835, 0.019014, 0.000179}
{1.063330, 1.183141, 2.246470, 1.083259, 1.165340, 2.248600, -0.019930, 0.017800, -0.002129}
{1.382527, 1.561459, 2.943986, 1.404811, 1.546181, 2.950992, -0.022285, 0.015278, -0.007006}
{1.692081, 1.946092, 3.638173, 1.718355, 1.935030, 3.653385, -0.026274, 0.011061, -0.015212}
{1.991646, 2.336669, 4.328315, 2.023889, 2.331889, 4.355778, -0.032243, 0.004780, -0.027463}
{2.280909, 2.732836, 5.013745, 2.321414, 2.736756, 5.058171, -0.040505, -0.003921, -0.044426}
{2.559599, 3.134255, 5.693854, 2.610930, 3.149633, 5.760563, -0.051331, -0.015378, -0.066709}
{2.827492, 3.540606, 6.368098, 2.892437, 3.570519, 6.462956, -0.064945, -0.029913, -0.094858}
{3.084418, 3.951585, 7.036004, 3.165936, 3.999413, 7.165349, -0.081517, -0.047828, -0.129345}
{3.330265, 4.366907, 7.697172, 3.431425, 4.436317, 7.867741, -0.101160, -0.069409, -0.170569}
{3.564982, 4.786303, 8.351285, 3.688905, 4.881229, 8.570134, -0.123923, -0.094927, -0.218850}
{3.788583, 5.209519, 8.998102, 3.938376, 5.334151, 9.272527, -0.149793, -0.124632, -0.274425}
{4.001145, 5.636320, 9.637465, 4.179838, 5.795082, 9.974920, -0.178693, -0.158762, -0.337454}
{4.202808, 6.066484, 10.269292, 4.413291, 6.264021, 10.677312, -0.210483, -0.197538, -0.408021}
{4.393769, 6.499803, 10.893573, 4.638735, 6.740970, 11.379705, -0.244966, -0.241167, -0.486133}
{4.574280, 6.936086, 11.510366, 4.856170, 7.225928, 12.082098, -0.281890, -0.289842, -0.571732}
{4.744640, 7.375151, 12.119791, 5.065596, 7.718895, 12.784491, -0.320956, -0.343744, -0.664700}
{4.905188, 7.816831, 12.722019, 5.267013, 8.219870, 13.486883, -0.361825, -0.403040, -0.764865}
{5.056298, 8.260968, 13.317266, 5.460421, 8.728855, 14.189276, -0.404123, -0.467888, -0.872010}
{5.198369, 8.707416, 13.905785, 5.645820, 9.245849, 14.891669, -0.447451, -0.538433, -0.985884}
{5.331817, 9.156040, 14.487857, 5.823210, 9.770852, 15.594062, -0.491393, -0.614812, -1.106205}
{5.457071, 9.606711, 15.063782, 5.992591, 10.303864, 16.296454, -0.535520, -0.697152, -1.232672}
{5.574563, 10.059313, 15.633876, 6.153962, 10.844885, 16.998847, -0.579399, -0.785571, -1.364971}
{5.684727, 10.513734, 16.198461, 6.307325, 11.393914, 17.701240, -0.622599, -0.880180, -1.502779}
{5.787988, 10.969871, 16.757859, 6.452679, 11.950953, 18.403632, -0.664692, -0.981082, -1.645773}
{5.884762, 11.427629, 17.312392, 6.590024, 12.516001, 19.106025, -0.705262, -1.088372, -1.793634}
{5.975455, 11.886917, 17.862373, 6.719360, 13.089058, 19.808418, -0.743904, -1.202141, -1.946045}
{6.060455, 12.347652, 18.408107, 6.840687, 13.670124, 20.510811, -0.780232, -1.322472, -2.102704}
{6.140132, 12.809755, 18.949887, 6.954004, 14.259199, 21.213203, -0.813872, -1.449444, -2.263316}
{0.051935, 0.090178, 0.142113, 0.070565, 0.070856, 0.141421, -0.018630, 0.019322, 0.000692}
{0.398108, 0.446385, 0.844493, 0.416732, 0.427082, 0.843814, -0.018624, 0.019303, 0.000679}
{0.736946, 0.809562, 1.546508, 0.755729, 0.790478, 1.546207, -0.018783, 0.019084, 0.000301}
{1.067925, 1.179186, 2.247111, 1.087554, 1.161045, 2.248600, -0.019629, 0.018140, -0.001489}
{1.390719, 1.554927, 2.945646, 1.412209, 1.538784, 2.950992, -0.021490, 0.016144, -0.005346}
{1.705021, 1.936474, 3.641494, 1.729692, 1.923693, 3.653385, -0.024672, 0.012781, -0.011891}
{2.010542, 2.323521, 4.334063, 2.040005, 2.315773, 4.355778, -0.029464, 0.007749, -0.021715}
{2.307014, 2.715779, 5.022793, 2.343147, 2.715023, 5.058171, -0.036133, 0.000756, -0.035377}
{2.594198, 3.112967, 5.707164, 2.639118, 3.121445, 5.760563, -0.044921, -0.008478, -0.053399}
{2.871881, 3.514816, 6.386697, 2.927918, 3.535038, 6.462956, -0.056037, -0.020222, -0.076259}
{3.139889, 3.921071, 7.060959, 3.209548, 3.955801, 7.165349, -0.069659, -0.034730, -0.104390}
{3.398083, 4.331488, 7.729571, 3.484006, 4.383735, 7.867741, -0.085923, -0.052247, -0.138170}
{3.646370, 4.745836, 8.392206, 3.751294, 4.818840, 8.570134, -0.104924, -0.073004, -0.177928}
{3.884696, 5.163897, 9.048594, 4.011411, 5.261116, 9.272527, -0.126714, -0.097219, -0.223933}
{4.113057, 5.585464, 9.698522, 4.264356, 5.710563, 9.974920, -0.151299, -0.125099, -0.276398}
{4.331493, 6.010342, 10.341835, 4.510131, 6.167181, 10.677312, -0.178639, -0.156839, -0.335478}
{4.540088, 6.438346, 10.978434, 4.748736, 6.630969, 11.379705, -0.208648, -0.192624, -0.401271}
{4.738971, 6.869303, 11.608275, 4.980169, 7.101929, 12.082098, -0.241197, -0.232626, -0.473823}
{4.928314, 7.303050, 12.231364, 5.204431, 7.580059, 12.784491, -0.276117, -0.277009, -0.553126}
{5.108323, 7.739434, 12.847758, 5.421523, 8.065360, 13.486883, -0.313200, -0.325926, -0.639126}
{5.279241, 8.178310, 13.457551, 5.631444, 8.557832, 14.189276, -0.352203, -0.379522, -0.731725}
{5.441338, 8.619544, 14.060881, 5.834193, 9.057475, 14.891669, -0.392856, -0.437932, -0.830787}
{5.594909, 9.063007, 14.657916, 6.029772, 9.564289, 15.594062, -0.434864, -0.501282, -0.936146}
{5.740269, 9.508580, 15.248850, 6.218180, 10.078274, 16.296454, -0.477911, -0.569693, -1.047605}
{5.877749, 9.956152, 15.833901, 6.399418, 10.599429, 16.998847, -0.521669, -0.643277, -1.164946}
{6.007687, 10.405616, 16.413304, 6.573484, 11.127756, 17.701240, -0.565797, -0.722139, -1.287936}
{6.130430, 10.856875, 16.987305, 6.740380, 11.663253, 18.403632, -0.609949, -0.806378, -1.416328}
{6.246325, 11.309834, 17.556159, 6.900104, 12.205921, 19.106025, -0.653779, -0.896087, -1.549867}
{6.355718, 11.764406, 18.120124, 7.052658, 12.755760, 19.808418, -0.696940, -0.991354, -1.688294}
{6.458950, 12.220511, 18.679460, 7.198041, 13.312770, 20.510811, -0.739091, -1.092259, -1.831350}
{6.556355, 12.678069, 19.234424, 7.336253, 13.876951, 21.213203, -0.779898, -1.198881, -1.978779}
{0.051943, 0.090158, 0.142101, 0.070579, 0.070842, 0.141421, -0.018636, 0.019316, 0.000680}
{0.398577, 0.445877, 0.844454, 0.417223, 0.426591, 0.843814, -0.018646, 0.019285, 0.000640}
{0.738624, 0.807960, 1.546584, 0.757375, 0.788832, 1.546207, -0.018751, 0.019128, 0.000377}
{1.071616, 1.175944, 2.247560, 1.091035, 1.157564, 2.248600, -0.019419, 0.018379, -0.001040}
{1.397284, 1.549553, 2.946837, 1.418204, 1.532788, 2.950992, -0.020920, 0.016765, -0.004155}
{1.715371, 1.928530, 3.643901, 1.738882, 1.914503, 3.653385, -0.023511, 0.014026, -0.009484}
{2.025634, 2.312621, 4.338255, 2.053068, 2.302710, 4.355778, -0.027434, 0.009911, -0.017523}
{2.327844, 2.701583, 5.029427, 2.360762, 2.697408, 5.058171, -0.032918, 0.004175, -0.028744}
{2.621789, 3.095180, 5.716969, 2.661965, 3.098598, 5.760563, -0.040176, -0.003418, -0.043595}
{2.907278, 3.493185, 6.400463, 2.956677, 3.506279, 6.462956, -0.049399, -0.013094, -0.062493}
{3.184143, 3.895380, 7.079523, 3.244897, 3.920452, 7.165349, -0.060754, -0.025072, -0.085826}
{3.452242, 4.301556, 7.753799, 3.526625, 4.341116, 7.867741, -0.074383, -0.039560, -0.113943}
{3.711463, 4.711514, 8.422977, 3.801862, 4.768272, 8.570134, -0.090399, -0.056758, -0.147157}
{3.961724, 5.125063, 9.086787, 4.070607, 5.201920, 9.272527, -0.108883, -0.076857, -0.185740}
{4.202975, 5.542021, 9.744996, 4.332861, 5.642059, 9.974920, -0.129886, -0.100038, -0.229924}
{4.435200, 5.962216, 10.397417, 4.588623, 6.088689, 10.677312, -0.153423, -0.126473, -0.279896}
{4.658418, 6.385485, 11.043903, 4.837894, 6.541811, 11.379705, -0.179476, -0.156326, -0.335802}
{4.872680, 6.811672, 11.684352, 5.080673, 7.001425, 12.082098, -0.207993, -0.189752, -0.397746}
{5.078072, 7.240630, 12.318702, 5.316961, 7.467530, 12.784491, -0.238889, -0.226900, -0.465789}
{5.274711, 7.672219, 12.946930, 5.546757, 7.940126, 13.486883, -0.272046, -0.267907, -0.539953}
{5.462743, 8.106308, 13.569051, 5.770062, 8.419214, 14.189276, -0.307319, -0.312906, -0.620225}
{5.642344, 8.542772, 14.185116, 5.986875, 8.904794, 14.891669, -0.344531, -0.362022, -0.706553}
{5.813712, 8.981493, 14.795204, 6.197197, 9.396865, 15.594062, -0.383485, -0.415372, -0.798857}
{5.977068, 9.422359, 15.399427, 6.401027, 9.895427, 16.296454, -0.423959, -0.473068, -0.897027}
{6.132651, 9.865266, 15.997917, 6.598366, 10.400481, 16.998847, -0.465714, -0.535215, -1.000930}
{6.280717, 10.310114, 16.590831, 6.789213, 10.912027, 17.701240, -0.508496, -0.601913, -1.110409}
{6.421532, 10.756808, 17.178340, 6.973568, 11.430064, 18.403632, -0.552036, -0.673256, -1.225293}
{6.555371, 11.205260, 17.760631, 7.151432, 11.954593, 19.106025, -0.596062, -0.749332, -1.345394}
{6.682515, 11.655387, 18.337902, 7.322805, 12.485613, 19.808418, -0.640289, -0.830226, -1.470516}
{6.803250, 12.107109, 18.910358, 7.487686, 13.023125, 20.510811, -0.684436, -0.916016, -1.600452}
{6.917859, 12.560350, 19.478209, 7.646075, 13.567128, 21.213203, -0.728217, -1.006778, -1.734994}
{0.051950, 0.090141, 0.142091, 0.070590, 0.070831, 0.141421, -0.018641, 0.019311, 0.000670}
{0.398964, 0.445455, 0.844419, 0.417628, 0.426186, 0.843814, -0.018664, 0.019269, 0.000605}
{0.740003, 0.806628, 1.546631, 0.758736, 0.787471, 1.546207, -0.018733, 0.019157, 0.000424}
{1.074646, 1.173238, 2.247883, 1.093914, 1.154686, 2.248600, -0.019268, 0.018552, -0.000716}
{1.402662, 1.545055, 2.947716, 1.423162, 1.527830, 2.950992, -0.020501, 0.017225, -0.003276}
{1.723835, 1.921859, 3.645695, 1.746481, 1.906904, 3.653385, -0.022645, 0.014955, -0.007691}
{2.037959, 2.303439, 4.341398, 2.063870, 2.291908, 4.355778, -0.025911, 0.011531, -0.014380}
{2.344836, 2.689588, 5.034423, 2.375329, 2.682842, 5.058171, -0.030493, 0.006746, -0.023747}
{2.644280, 3.080104, 5.724383, 2.680858, 3.079705, 5.760563, -0.036578, 0.000398, -0.036180}
{2.936120, 3.474793, 6.410913, 2.980458, 3.482498, 6.462956, -0.044338, -0.007705, -0.052043}
{3.220201, 3.873468, 7.093669, 3.274127, 3.891221, 7.165349, -0.053926, -0.017753, -0.071679}
{3.496388, 4.275948, 7.772335, 3.561867, 4.305874, 7.867741, -0.065480, -0.029926, -0.095406}
{3.764562, 4.682059, 8.446621, 3.843678, 4.726457, 8.570134, -0.079116, -0.044398, -0.123514}
{4.024630, 5.091634, 9.116264, 4.119558, 5.152969, 9.272527, -0.094928, -0.061335, -0.156263}
{4.276521, 5.504513, 9.781034, 4.389509, 5.585411, 9.974920, -0.112988, -0.080897, -0.193886}
{4.520188, 5.920545, 10.440732, 4.653530, 6.023782, 10.677312, -0.133342, -0.103238, -0.236580}
{4.755610, 6.339582, 11.095192, 4.911621, 6.468084, 11.379705, -0.156011, -0.128502, -0.284513}
{4.982793, 6.761486, 11.744279, 5.163783, 6.918315, 12.082098, -0.180990, -0.156830, -0.337819}
{5.201767, 7.186123, 12.387890, 5.410015, 7.374476, 12.784491, -0.208247, -0.188353, -0.396600}
