epoch,train_loss,train_mse,train_l05,train_rel_err
500,11174.2568359375,11174.2392578125,0.017320461571216583,7.93535852432251
1000,7394.41162109375,7394.39453125,0.017320314422249794,6.447350025177002
1500,4827.1083984375,4827.09130859375,0.017320070415735245,5.214709758758545
2000,3108.248291015625,3108.23095703125,0.017319725826382637,4.205168724060059
2500,1975.490478515625,1975.47314453125,0.01731928437948227,3.392869710922241
3000,1241.10107421875,1241.083740234375,0.01731874980032444,2.7631587982177734
3500,771.2568359375,771.239501953125,0.01731811836361885,2.309849500656128
4000,472.6813659667969,472.6640625,0.01731739193201065,1.9618525505065918
4500,284.8954162597656,284.87811279296875,0.01731656678020954,1.6638942956924438
5000,169.8584747314453,169.84115600585938,0.01731564849615097,1.419212818145752
5500,101.68026733398438,101.66295623779297,0.01731465570628643,1.2255775928497314
6000,62.542503356933594,62.52518844604492,0.017313651740550995,1.0866104364395142
6500,40.2938232421875,40.276512145996094,0.017312735319137573,0.9884651303291321
7000,27.124698638916016,27.10738754272461,0.01731198839843273,0.9106848835945129
7500,19.888277053833008,19.8709659576416,0.017311325296759605,0.8509071469306946
8000,17.436145782470703,17.418834686279297,0.017310529947280884,0.817220151424408
8500,16.213315963745117,16.196006774902344,0.017309755086898804,0.7995235323905945
9000,15.432794570922852,15.415485382080078,0.017309052869677544,0.7871027588844299
9500,14.858039855957031,14.840731620788574,0.017308514565229416,0.7767422199249268
10000,14.37355899810791,14.356250762939453,0.017308175563812256,0.7671477794647217
10500,13.925719261169434,13.908411026000977,0.017307957634329796,0.7579716444015503
11000,13.495335578918457,13.47802734375,0.01730777695775032,0.7489491701126099
11500,13.066307067871094,13.048999786376953,0.01730760745704174,0.7397743463516235
12000,12.621597290039062,12.604290008544922,0.017307426780462265,0.7299911379814148
12500,12.148740768432617,12.131433486938477,0.01730721816420555,0.719208836555481
13000,11.642402648925781,11.62509536743164,0.017306961119174957,0.7071413397789001
13500,11.100452423095703,11.083146095275879,0.017306668683886528,0.6936049461364746
14000,10.523991584777832,10.506685256958008,0.017306338995695114,0.6784661412239075
14500,9.917021751403809,9.899715423583984,0.01730598509311676,0.6616082787513733
15000,9.283227920532227,9.265922546386719,0.01730562001466751,0.6428424715995789
15500,8.626139640808105,8.608834266662598,0.01730523444712162,0.6219469904899597
