epoch,train_loss,train_mse,train_l05,train_rel_err
500,28.889930725097656,28.87953758239746,0.010392277501523495,1.0707672834396362
1000,25.141433715820312,25.131040573120117,0.01039219368249178,1.014534592628479
1500,22.2305965423584,22.220205307006836,0.010392057709395885,0.9649903774261475
2000,20.04336166381836,20.032970428466797,0.010391883552074432,0.9235379099845886
2500,18.375629425048828,18.365238189697266,0.010391689836978912,0.8925175666809082
3000,16.9920597076416,16.98166847229004,0.010391484014689922,0.8693143129348755
3500,15.781858444213867,15.771467208862305,0.010391252115368843,0.8505341410636902
4000,14.710219383239746,14.699828147888184,0.010390987619757652,0.8341498970985413
4500,13.75655746459961,13.746167182922363,0.01039067655801773,0.8191050291061401
5000,12.903703689575195,12.89331340789795,0.010390328243374825,0.8049026727676392
5500,12.136496543884277,12.126106262207031,0.010389941744506359,0.791122555732727
6000,11.441800117492676,11.431410789489746,0.01038951613008976,0.777525782585144
6500,10.808566093444824,10.798176765441895,0.010389041155576706,0.7637438774108887
7000,10.228392601013184,10.21800422668457,0.010388515889644623,0.7497907876968384
7500,9.695133209228516,9.684744834899902,0.010387941263616085,0.7357392907142639
8000,9.203417778015137,9.19303035736084,0.010387323796749115,0.721564531326294
8500,8.748037338256836,8.737650871276855,0.01038668304681778,0.7072380185127258
9000,8.32347583770752,8.313089370727539,0.010386040434241295,0.6925191283226013
9500,7.923746109008789,7.913360595703125,0.010385408997535706,0.6771306991577148
10000,7.543882369995117,7.5334978103637695,0.01038478035479784,0.6608428359031677
10500,7.182382106781006,7.171998023986816,0.010384123772382736,0.6437491178512573
11000,6.8405914306640625,6.830207824707031,0.01038340199738741,0.6258540153503418
11500,6.520395278930664,6.510012626647949,0.010382604785263538,0.6071053743362427
12000,6.22340202331543,6.213020324707031,0.010381725616753101,0.5875105261802673
12500,5.951012134552002,5.94063138961792,0.010380762629210949,0.5669819116592407
13000,5.704155921936035,5.6937761306762695,0.010379713959991932,0.5455679297447205
13500,5.482505798339844,5.472127437591553,0.010378580540418625,0.523632824420929
14000,5.283703804016113,5.273326396942139,0.010377376340329647,0.501866340637207
14500,5.106602191925049,5.096226215362549,0.010376112535595894,0.4809481203556061
15000,4.951630115509033,4.94125509262085,0.010374813340604305,0.4622161388397217
15500,4.816151142120361,4.805777549743652,0.010373479686677456,0.44678860902786255
16000,4.695917129516602,4.685544967651367,0.010372073389589787,0.4342723488807678
16500,4.587432384490967,4.577061653137207,0.01037057675421238,0.42413318157196045
17000,4.488246440887451,4.477877616882324,0.010368994437158108,0.41586706042289734
17500,4.39712381362915,4.386756420135498,0.01036735251545906,0.40888917446136475
18000,4.3135085105896,4.30314302444458,0.010365678928792477,0.4026789665222168
18500,4.236668109893799,4.226304054260254,0.01036398857831955,0.39694127440452576
19000,4.16538143157959,4.155019283294678,0.0103622917085886,0.3915770351886749
19500,4.098123073577881,4.087762355804443,0.010360592044889927,0.3865695595741272
20000,4.0335564613342285,4.023197650909424,0.010358883999288082,0.3818530738353729
20500,3.9708759784698486,3.9605188369750977,0.010357161983847618,0.3773384690284729
21000,3.9097096920013428,3.8993542194366455,0.010355417616665363,0.37301042675971985
21500,3.849881649017334,3.8395280838012695,0.010353648103773594,0.3688465356826782
22000,3.7912797927856445,3.780927896499634,0.010351848788559437,0.3648597002029419
22500,3.733835220336914,3.723485231399536,0.010350019671022892,0.36109596490859985
23000,3.6774113178253174,3.6670632362365723,0.010348159819841385,0.3575185239315033
23500,3.621920108795166,3.6115739345550537,0.01034627016633749,0.35412877798080444
24000,3.567305326461792,3.5569610595703125,0.010344351641833782,0.35090503096580505
24500,3.5135021209716797,3.503159761428833,0.010342407040297985,0.3477966785430908
25000,3.460496664047241,3.4501562118530273,0.010340445674955845,0.3448489010334015
25500,3.408151865005493,3.397813320159912,0.010338478721678257,0.34204205870628357
26000,3.3563077449798584,3.3459713459014893,0.010336513631045818,0.3393360674381256
26500,3.304839849472046,3.2945053577423096,0.010334549471735954,0.33673200011253357
27000,3.2536396980285645,3.243307113647461,0.01033257506787777,0.33423152565956116
27500,3.202422857284546,3.192092180252075,0.01033059973269701,0.3317849040031433
28000,3.1507582664489746,3.140429735183716,0.010328647680580616,0.32937049865722656
28500,3.098294258117676,3.08796763420105,0.010326730087399483,0.3269686996936798
29000,3.0449957847595215,3.034670829772949,0.010324835777282715,0.32460740208625793
29500,2.990861415863037,2.9805383682250977,0.010322989895939827,0.3222726583480835
30000,2.9359347820281982,2.9256136417388916,0.010321222245693207,0.3199842870235443
30500,2.8802521228790283,2.8699326515197754,0.01031950768083334,0.3177071511745453
31000,2.8237884044647217,2.8134706020355225,0.010317805223166943,0.3154507577419281
31500,2.7664718627929688,2.7561557292938232,0.010316107422113419,0.3132074773311615
32000,2.7081944942474365,2.6978800296783447,0.01031440868973732,0.3109475076198578
32500,2.6488537788391113,2.6385409832000732,0.010312693193554878,0.3086397051811218
33000,2.5883593559265137,2.5780484676361084,0.010310938581824303,0.30624687671661377
33500,2.526667356491089,2.5163581371307373,0.010309129022061825,0.30376535654067993
34000,2.463747978210449,2.4534406661987305,0.01030725333839655,0.3011800944805145
34500,2.399594783782959,2.389289379119873,0.010305295698344707,0.2984660565853119
35000,2.3342018127441406,2.3238985538482666,0.010303234681487083,0.29561302065849304
35500,2.267559766769409,2.257258653640747,0.010301047004759312,0.29259946942329407
36000,2.1997287273406982,2.189429998397827,0.010298729874193668,0.2894149422645569
36500,2.130711317062378,2.120414972305298,0.010296286083757877,0.2860601246356964
37000,2.060570240020752,2.050276517868042,0.01029371377080679,0.2825184166431427
