epoch,train_loss,train_mse,train_l05,train_rel_err
500,20192.595703125,20192.580078125,0.015588413923978806,10.891321182250977
1000,13881.9443359375,13881.9287109375,0.015588278882205486,9.077502250671387
1500,9379.435546875,9379.419921875,0.01558805163949728,7.53933572769165
2000,6210.408203125,6210.392578125,0.015587728470563889,6.2403059005737305
2500,4016.095458984375,4016.079833984375,0.01558731310069561,5.146059036254883
3000,2526.28125,2526.265625,0.015586810186505318,4.227460861206055
3500,1538.700439453125,1538.684814453125,0.01558622159063816,3.4619760513305664
4000,902.6740112304688,902.658447265625,0.015585559420287609,2.8307042121887207
4500,507.6240539550781,507.60845947265625,0.015584834851324558,2.3178634643554688
5000,273.2811279296875,273.2655334472656,0.015584047883749008,1.9108551740646362
5500,142.52011108398438,142.50453186035156,0.01558320876210928,1.5973635911941528
6000,75.46869659423828,75.45311737060547,0.015582329593598843,1.365291714668274
6500,45.22472381591797,45.20914077758789,0.015581383369863033,1.2128874063491821
7000,34.24785232543945,34.23227310180664,0.01558036170899868,1.1281583309173584
7500,31.65312957763672,31.637550354003906,0.015579276718199253,1.069932222366333
8000,31.190879821777344,31.17530059814453,0.01557912677526474,1.044676423072815
8500,30.900959014892578,30.885379791259766,0.0155791612342,1.0328247547149658
9000,30.6485595703125,30.632980346679688,0.01557923387736082,1.0241734981536865
9500,30.410245895385742,30.39466667175293,0.015579327009618282,1.0170351266860962
10000,30.176836013793945,30.161256790161133,0.01557942759245634,1.0107181072235107
10500,29.9422550201416,29.92667579650879,0.015579523518681526,1.0049142837524414
11000,29.70144271850586,29.685863494873047,0.015579606406390667,0.9994515180587769
11500,29.450796127319336,29.435216903686523,0.015579664148390293,0.9942362904548645
12000,29.188217163085938,29.172637939453125,0.015579679980874062,0.9891608953475952
12500,28.912696838378906,28.897117614746094,0.015579646453261375,0.9840707182884216
13000,28.624176025390625,28.608596801757812,0.015579554252326488,0.9788276553153992
13500,28.32354736328125,28.307968139648438,0.015579394064843655,0.9733231067657471
14000,28.012828826904297,27.997249603271484,0.015579171478748322,0.9674695134162903
14500,27.694963455200195,27.679384231567383,0.015578880906105042,0.9612038135528564
15000,27.372753143310547,27.357173919677734,0.01557851955294609,0.9544878005981445
15500,27.04698944091797,27.03141212463379,0.0155780715867877,0.9473100304603577
16000,26.715452194213867,26.699874877929688,0.015577524900436401,0.9396951198577881
16500,26.374692916870117,26.359115600585938,0.015576883219182491,0.9317702651023865
17000,26.024492263793945,26.0089168548584,0.015576163306832314,0.9235966205596924
17500,25.666757583618164,25.651182174682617,0.015575360506772995,0.9152350425720215
18000,25.302640914916992,25.287065505981445,0.015574458986520767,0.9069204330444336
18500,24.930259704589844,24.91468620300293,0.01557344850152731,0.8983609676361084
19000,24.547746658325195,24.532175064086914,0.01557234302163124,0.8893119692802429
19500,24.154659271240234,24.139087677001953,0.015571151860058308,0.8797759413719177
20000,23.751358032226562,23.735788345336914,0.015569884330034256,0.8698769211769104
20500,23.338693618774414,23.3231258392334,0.01556854322552681,0.8596689105033875
21000,22.917173385620117,22.9016056060791,0.015567132271826267,0.8491408824920654
21500,22.48741340637207,22.471847534179688,0.01556564960628748,0.8382778167724609
22000,22.050064086914062,22.034500122070312,0.015564095228910446,0.8270469903945923
22500,21.60579490661621,21.590232849121094,0.015562478452920914,0.8154347538948059
23000,21.15581512451172,21.140254974365234,0.015560810454189777,0.8034276366233826
23500,20.702089309692383,20.68653106689453,0.015559104271233082,0.7910081744194031
24000,20.245229721069336,20.229671478271484,0.015557380393147469,0.7781742215156555
24500,19.786380767822266,19.770824432373047,0.015555663965642452,0.7649258971214294
25000,19.327661514282227,19.31210708618164,0.015553997829556465,0.7512902617454529
25500,18.870756149291992,18.85520362854004,0.015552404336631298,0.7372950315475464
26000,18.41726303100586,18.40171241760254,0.015550849959254265,0.7229609489440918
26500,17.96994972229004,17.95440101623535,0.015549289993941784,0.7084047794342041
27000,17.53071403503418,17.515167236328125,0.015547721646726131,0.6936617493629456
27500,17.102558135986328,17.087011337280273,0.0155461635440588,0.6787698864936829
28000,16.68813133239746,16.67258644104004,0.015544655732810497,0.6638146042823792
28500,16.28982162475586,16.27427864074707,0.015543224290013313,0.6488872170448303
29000,15.909425735473633,15.89388370513916,0.015541893430054188,0.6341321468353271
29500,15.547868728637695,15.532327651977539,0.015540692023932934,0.6196908950805664
30000,15.204547882080078,15.189008712768555,0.015539637766778469,0.6057716012001038
30500,14.877585411071777,14.862046241760254,0.015538748353719711,0.5924920439720154
31000,14.563969612121582,14.548431396484375,0.015538033097982407,0.5799036622047424
31500,14.26098346710205,14.24544620513916,0.01553746871650219,0.568051815032959
32000,13.967083930969238,13.951546669006348,0.015537003986537457,0.5569532513618469
32500,13.681473731994629,13.665937423706055,0.01553658489137888,0.5465720891952515
33000,13.403619766235352,13.388083457946777,0.015536165796220303,0.536922812461853
33500,13.132935523986816,13.117400169372559,0.015535743907094002,0.52801913022995
34000,12.868410110473633,12.852874755859375,0.015535362996160984,0.5198408365249634
34500,12.608858108520508,12.59332275390625,0.015535062178969383,0.5122693181037903
35000,12.353888511657715,12.338354110717773,0.015534826554358006,0.5051686763763428
35500,12.103489875793457,12.087955474853516,0.015534618869423866,0.49832630157470703
36000,11.857221603393555,11.841687202453613,0.0155344158411026,0.49179700016975403
36500,11.614945411682129,11.599411010742188,0.015534206293523312,0.48546895384788513
37000,11.376428604125977,11.360894203186035,0.015533983707427979,0.47934433817863464
37500,11.141616821289062,11.126083374023438,0.015533741563558578,0.4734233021736145
