{-5.000000, -0.100000, 0.070459}
{-5.000000, -0.596667, 0.412726}
{-5.000000, -1.093333, 0.741499}
{-5.000000, -1.590000, 1.055855}
{-5.000000, -2.086667, 1.354944}
{-5.000000, -2.583333, 1.638034}
{-5.000000, -3.080000, 1.904549}
{-5.000000, -3.576667, 2.154104}
{-5.000000, -4.073333, 2.386532}
{-5.000000, -4.570000, 2.601896}
{-5.000000, -5.066667, 2.800489}
{-5.000000, -5.563333, 2.982816}
{-5.000000, -6.060000, 3.149565}
{-5.000000, -6.556667, 3.301570}
{-5.000000, -7.053333, 3.439769}
{-5.000000, -7.550000, 3.565163}
{-5.000000, -8.046667, 3.678777}
{-5.000000, -8.543333, 3.781629}
{-5.000000, -9.040000, 3.874703}
{-5.000000, -9.536667, 3.958936}
{-5.000000, -10.033333, 4.035203}
{-5.000000, -10.530000, 4.104309}
{-5.000000, -11.026667, 4.166992}
{-5.000000, -11.523333, 4.223917}
{-5.000000, -12.020000, 4.275687}
{-5.000000, -12.516667, 4.322839}
{-5.000000, -13.013333, 4.365854}
{-5.000000, -13.510000, 4.405160}
{-5.000000, -14.006667, 4.441138}
{-5.000000, -14.503333, 4.474126}
{-5.000000, -15.000000, 4.504425}
{-5.900000, -0.100000, 0.070498}
{-5.900000, -0.596667, 0.414162}
{-5.900000, -1.093333, 0.746540}
{-5.900000, -1.590000, 1.066955}
{-5.900000, -2.086667, 1.374772}
{-5.900000, -2.583333, 1.669412}
{-5.900000, -3.080000, 1.950378}
{-5.900000, -3.576667, 2.217271}
{-5.900000, -4.073333, 2.469811}
{-5.900000, -4.570000, 2.707850}
{-5.900000, -5.066667, 2.931377}
{-5.900000, -5.563333, 3.140526}
{-5.900000, -6.060000, 3.335565}
{-5.900000, -6.556667, 3.516888}
{-5.900000, -7.053333, 3.684997}
{-5.900000, -7.550000, 3.840485}
{-5.900000, -8.046667, 3.984011}
{-5.900000, -8.543333, 4.116280}
{-5.900000, -9.040000, 4.238023}
{-5.900000, -9.536667, 4.349977}
{-5.900000, -10.033333, 4.452871}
{-5.900000, -10.530000, 4.547413}
{-5.900000, -11.026667, 4.634284}
{-5.900000, -11.523333, 4.714124}
{-5.900000, -12.020000, 4.787536}
{-5.900000, -12.516667, 4.855081}
{-5.900000, -13.013333, 4.917274}
{-5.900000, -13.510000, 4.974593}
{-5.900000, -14.006667, 5.027470}
{-5.900000, -14.503333, 5.076303}
{-5.900000, -15.000000, 5.121451}
{-6.800000, -0.100000, 0.070526}
{-6.800000, -0.596667, 0.415211}
{-6.800000, -1.093333, 0.750196}
{-6.800000, -1.590000, 1.074971}
{-6.800000, -2.086667, 1.389042}
{-6.800000, -2.583333, 1.691951}
{-6.800000, -3.080000, 1.983283}
{-6.800000, -3.576667, 2.262679}
{-6.800000, -4.073333, 2.529850}
{-6.800000, -4.570000, 2.784582}
{-6.800000, -5.066667, 3.026746}
{-6.800000, -5.563333, 3.256307}
{-6.800000, -6.060000, 3.473319}
{-6.800000, -6.556667, 3.677929}
{-6.800000, -7.053333, 3.870371}
{-6.800000, -7.550000, 4.050958}
{-6.800000, -8.046667, 4.220073}
{-6.800000, -8.543333, 4.378158}
{-6.800000, -9.040000, 4.525700}
{-6.800000, -9.536667, 4.663220}
{-6.800000, -10.033333, 4.791263}
{-6.800000, -10.530000, 4.910381}
{-6.800000, -11.026667, 5.021129}
{-6.800000, -11.523333, 5.124056}
{-6.800000, -12.020000, 5.219694}
{-6.800000, -12.516667, 5.308559}
{-6.800000, -13.013333, 5.391142}
{-6.800000, -13.510000, 5.467909}
{-6.800000, -14.006667, 5.539297}
{-6.800000, -14.503333, 5.605719}
{-6.800000, -15.000000, 5.667557}
{-7.700000, -0.100000, 0.070548}
{-7.700000, -0.596667, 0.416009}
{-7.700000, -1.093333, 0.752970}
{-7.700000, -1.590000, 1.081027}
{-7.700000, -2.086667, 1.399791}
{-7.700000, -2.583333, 1.708892}
{-7.700000, -3.080000, 2.007986}
{-7.700000, -3.576667, 2.296763}
{-7.700000, -4.073333, 2.574953}
{-7.700000, -4.570000, 2.842337}
{-7.700000, -5.066667, 3.098745}
{-7.700000, -5.563333, 3.344069}
{-7.700000, -6.060000, 3.578262}
{-7.700000, -6.556667, 3.801341}
{-7.700000, -7.053333, 4.013386}
{-7.700000, -7.550000, 4.214539}
{-7.700000, -8.046667, 4.405001}
{-7.700000, -8.543333, 4.585026}
{-7.700000, -9.040000, 4.754915}
{-7.700000, -9.536667, 4.915010}
{-7.700000, -10.033333, 5.065685}
{-7.700000, -10.530000, 5.207341}
{-7.700000, -11.026667, 5.340395}
{-7.700000, -11.523333, 5.465276}
{-7.700000, -12.020000, 5.582418}
{-7.700000, -12.516667, 5.692252}
{-7.700000, -13.013333, 5.795204}
{-7.700000, -13.510000, 5.891691}
{-7.700000, -14.006667, 5.982117}
{-7.700000, -14.503333, 6.066869}
{-7.700000, -15.000000, 6.146318}
{-8.600000, -0.100000, 0.070565}
{-8.600000, -0.596667, 0.416637}
{-8.600000, -1.093333, 0.755144}
{-8.600000, -1.590000, 1.085762}
{-8.600000, -2.086667, 1.408175}
{-8.600000, -2.583333, 1.722078}
{-8.600000, -3.080000, 2.027185}
{-8.600000, -3.576667, 2.323230}
{-8.600000, -4.073333, 2.609974}
