{-5.000000, -3.000000, -1.000000, -1.000000, 2.203905}
{-5.000000, -3.000000, -1.000000, -0.333333, 2.385137}
{-5.000000, -3.000000, -1.000000, 0.333333, 2.594664}
{-5.000000, -3.000000, -1.000000, 1.000000, 2.776598}
{-5.000000, -3.000000, -0.600000, -1.000000, 1.994321}
{-5.000000, -3.000000, -0.600000, -0.333333, 2.132879}
{-5.000000, -3.000000, -0.600000, 0.333333, 2.327355}
{-5.000000, -3.000000, -0.600000, 1.000000, 2.515014}
{-5.000000, -3.000000, -0.200000, -1.000000, 1.805129}
{-5.000000, -3.000000, -0.200000, -0.333333, 1.897189}
{-5.000000, -3.000000, -0.200000, 0.333333, 2.075538}
{-5.000000, -3.000000, -0.200000, 1.000000, 2.270111}
{-5.000000, -3.000000, 0.200000, -1.000000, 1.636767}
{-5.000000, -3.000000, 0.200000, -0.333333, 1.678704}
{-5.000000, -3.000000, 0.200000, 0.333333, 1.840127}
{-5.000000, -3.000000, 0.200000, 1.000000, 2.043373}
{-5.000000, -3.000000, 0.600000, -1.000000, 1.489126}
{-5.000000, -3.000000, 0.600000, -0.333333, 1.477645}
{-5.000000, -3.000000, 0.600000, 0.333333, 1.621691}
{-5.000000, -3.000000, 0.600000, 1.000000, 1.836044}
{-5.000000, -3.000000, 1.000000, -1.000000, 1.361557}
{-5.000000, -3.000000, 1.000000, -0.333333, 1.293795}
{-5.000000, -3.000000, 1.000000, 0.333333, 1.420383}
{-5.000000, -3.000000, 1.000000, 1.000000, 1.649013}
{-5.000000, -4.200000, -1.000000, -1.000000, 2.826332}
{-5.000000, -4.200000, -1.000000, -0.333333, 2.997574}
{-5.000000, -4.200000, -1.000000, 0.333333, 3.193935}
{-5.000000, -4.200000, -1.000000, 1.000000, 3.384095}
{-5.000000, -4.200000, -0.600000, -1.000000, 2.592023}
{-5.000000, -4.200000, -0.600000, -0.333333, 2.736906}
{-5.000000, -4.200000, -0.600000, 0.333333, 2.921542}
{-5.000000, -4.200000, -0.600000, 1.000000, 3.111376}
{-5.000000, -4.200000, -0.200000, -1.000000, 2.370216}
{-5.000000, -4.200000, -0.200000, -0.333333, 2.486686}
{-5.000000, -4.200000, -0.200000, 0.333333, 2.658949}
{-5.000000, -4.200000, -0.200000, 1.000000, 2.848819}
{-5.000000, -4.200000, 0.200000, -1.000000, 2.161270}
{-5.000000, -4.200000, 0.200000, -0.333333, 2.247130}
{-5.000000, -4.200000, 0.200000, 0.333333, 2.406451}
{-5.000000, -4.200000, 0.200000, 1.000000, 2.596989}
{-5.000000, -4.200000, 0.600000, -1.000000, 1.965447}
{-5.000000, -4.200000, 0.600000, -0.333333, 2.018306}
{-5.000000, -4.200000, 0.600000, 0.333333, 2.164216}
{-5.000000, -4.200000, 0.600000, 1.000000, 2.356398}
{-5.000000, -4.200000, 1.000000, -1.000000, 1.782919}
{-5.000000, -4.200000, 1.000000, -0.333333, 1.800134}
{-5.000000, -4.200000, 1.000000, 0.333333, 1.932267}
{-5.000000, -4.200000, 1.000000, 1.000000, 2.127507}
{-5.000000, -5.400000, -1.000000, -1.000000, 3.358917}
{-5.000000, -5.400000, -1.000000, -0.333333, 3.520965}
{-5.000000, -5.400000, -1.000000, 0.333333, 3.703297}
{-5.000000, -5.400000, -1.000000, 1.000000, 3.885582}
{-5.000000, -5.400000, -0.600000, -1.000000, 3.104650}
{-5.000000, -5.400000, -0.600000, -0.333333, 3.247655}
{-5.000000, -5.400000, -0.600000, 0.333333, 3.419888}
{-5.000000, -5.400000, -0.600000, 1.000000, 3.599093}
{-5.000000, -5.400000, -0.200000, -1.000000, 2.858475}
{-5.000000, -5.400000, -0.200000, -0.333333, 2.981110}
{-5.000000, -5.400000, -0.200000, 0.333333, 3.142752}
{-5.000000, -5.400000, -0.200000, 1.000000, 3.318961}
{-5.000000, -5.400000, 0.200000, -1.000000, 2.620574}
{-5.000000, -5.400000, 0.200000, -0.333333, 2.721362}
{-5.000000, -5.400000, 0.200000, 0.333333, 2.871949}
{-5.000000, -5.400000, 0.200000, 1.000000, 3.045392}
{-5.000000, -5.400000, 0.600000, -1.000000, 2.391111}
{-5.000000, -5.400000, 0.600000, -0.333333, 2.468382}
{-5.000000, -5.400000, 0.600000, 0.333333, 2.607477}
{-5.000000, -5.400000, 0.600000, 1.000000, 2.778584}
{-5.000000, -5.400000, 1.000000, -1.000000, 2.170257}
{-5.000000, -5.400000, 1.000000, -0.333333, 2.222068}
{-5.000000, -5.400000, 1.000000, 0.333333, 2.349271}
{-5.000000, -5.400000, 1.000000, 1.000000, 2.518736}
{-5.000000, -6.600000, -1.000000, -1.000000, 3.805574}
{-5.000000, -6.600000, -1.000000, -0.333333, 3.956464}
