num_layers,units,mse,complexity,expr0,expr1,expr2
1,[1],17.08572769165039,323,-8.0e-5*x_1**4.0/x_0**4.0 - 8.0e-5*x_1**3.0/x_0**3.0 + 0.00659*x_1**2.0/x_0**2.0 - 5.0e-5*x_1**4.0/x_0**2.0 + 0.00289*x_1/x_0**1.0 - 4.0e-5*x_1**2.0/x_0**1.0 - 2.0e-5*x_1**3.0/x_0**1.0 + 0.02053*x_0/x_1**1.0 - 0.00018*x_0*x_1 - 1.0e-5*x_0*x_1**2.0 + 0.00181*x_0 + 0.00434*x_0**2.0/x_1**2.0 - 0.00013*x_0**2.0/x_1**1.0 - 2.0e-5*x_0**2.0*x_1**2.0 + 0.00209*x_0**2.0 - 0.00036*x_0**3.0/x_1**3.0 - 3.0e-5*x_0**3.0/x_1**2.0 - 0.00015*x_0**3.0/x_1**1.0 - 1.0e-5*x_0**3.0 - 4.0e-5*x_0**4.0/x_1**4.0 - 4.0e-5*x_0**4.0/x_1**2.0 + 0.00029*x_1 + 0.00199*x_1**2.0 + 1.12867,-0.00012*x_1**4.0/x_0**4.0 - 0.00012*x_1**3.0/x_0**3.0 + 0.01062*x_1**2.0/x_0**2.0 - 1.0e-5*x_1**3.0/x_0**2.0 - 8.0e-5*x_1**4.0/x_0**2.0 + 0.00466*x_1/x_0**1.0 - 7.0e-5*x_1**2.0/x_0**1.0 - 4.0e-5*x_1**3.0/x_0**1.0 + 0.03309*x_0/x_1**1.0 - 0.00028*x_0*x_1 - 2.0e-5*x_0*x_1**2.0 + 0.00291*x_0 + 0.007*x_0**2.0/x_1**2.0 - 0.00021*x_0**2.0/x_1**1.0 - 2.0e-5*x_0**2.0*x_1**2.0 + 0.00338*x_0**2.0 - 0.00059*x_0**3.0/x_1**3.0 - 5.0e-5*x_0**3.0/x_1**2.0 - 0.00025*x_0**3.0/x_1**1.0 - 2.0e-5*x_0**3.0 - 7.0e-5*x_0**4.0/x_1**4.0 - 6.0e-5*x_0**4.0/x_1**2.0 - 1.0e-5*x_0**4.0 + 0.00047*x_1 + 0.00321*x_1**2.0 - 1.0e-5*x_1**4.0 + 0.79908,-0.00065*x_1**4.0/x_0**4.0 - 0.00066*x_1**3.0/x_0**3.0 + 0.05594*x_1**2.0/x_0**2.0 - 6.0e-5*x_1**3.0/x_0**2.0 - 0.0004*x_1**4.0/x_0**2.0 + 0.02451*x_1/x_0**1.0 - 0.00039*x_1**2.0/x_0**1.0 - 0.0002*x_1**3.0/x_0**1.0 + 0.17426*x_0/x_1**1.0 - 0.00147*x_0*x_1 - 0.00011*x_0*x_1**2.0 + 0.01536*x_0 + 0.03686*x_0**2.0/x_1**2.0 - 0.00116*x_0**2.0/x_1**1.0 - 2.0e-5*x_0**2.0*x_1 - 0.00013*x_0**2.0*x_1**2.0 + 0.0178*x_0**2.0 - 0.00309*x_0**3.0/x_1**3.0 - 0.00028*x_0**3.0/x_1**2.0 - 0.0013*x_0**3.0/x_1**1.0 - 0.00012*x_0**3.0 - 0.00038*x_0**4.0/x_1**4.0 - 0.00032*x_0**4.0/x_1**2.0 - 7.0e-5*x_0**4.0 + 0.00244*x_1 + 0.01689*x_1**2.0 - 2.0e-5*x_1**3.0 - 6.0e-5*x_1**4.0 + 1.87829
1,[2],7.2200927734375,348,-0.01137*x_1**4.0/x_0**4.0 - 0.03688*x_1**3.0/x_0**3.0 + 0.2623*x_1**2.0/x_0**2.0 - 0.00081*x_1**3.0/x_0**2.0 - 0.0023*x_1**4.0/x_0**2.0 + 0.48405*x_1/x_0**1.0 - 0.0018*x_1**2.0/x_0**1.0 - 0.00373*x_1**3.0/x_0**1.0 - 0.09833*x_0/x_1**1.0 - 0.0012*x_0*x_1 - 5.0e-5*x_0*x_1**2.0 + 0.00633*x_0 - 0.01909*x_0**2.0/x_1**2.0 + 0.00026*x_0**2.0/x_1**1.0 - 4.0e-5*x_0**2.0*x_1 - 0.00011*x_0**2.0*x_1**2.0 + 0.01389*x_0**2.0 - 0.00102*x_0**3.0/x_1**3.0 + 4.0e-5*x_0**3.0/x_1**2.0 + 0.00053*x_0**3.0/x_1**1.0 - 2.0e-5*x_0**3.0 - 8.0e-5*x_0**4.0/x_1**4.0 + 8.0e-5*x_0**4.0/x_1**2.0 - 3.0e-5*x_0**4.0 + 0.01142*x_1 + 0.03366*x_1**2.0 - 0.00011*x_1**3.0 - 0.00015*x_1**4.0 + 2.00241,-0.0131*x_1**4.0/x_0**4.0 - 0.04251*x_1**3.0/x_0**3.0 + 0.31094*x_1**2.0/x_0**2.0 - 0.00097*x_1**3.0/x_0**2.0 - 0.00277*x_1**4.0/x_0**2.0 + 0.57124*x_1/x_0**1.0 - 0.00214*x_1**2.0/x_0**1.0 - 0.0045*x_1**3.0/x_0**1.0 - 0.10377*x_0/x_1**1.0 - 0.00144*x_0*x_1 - 6.0e-5*x_0*x_1**2.0 + 0.00733*x_0 - 0.02039*x_0**2.0/x_1**2.0 + 0.0003*x_0**2.0/x_1**1.0 - 4.0e-5*x_0**2.0*x_1 - 0.00012*x_0**2.0*x_1**2.0 + 0.01616*x_0**2.0 - 0.00115*x_0**3.0/x_1**3.0 + 4.0e-5*x_0**3.0/x_1**2.0 + 0.00058*x_0**3.0/x_1**1.0 - 3.0e-5*x_0**3.0 - 9.0e-5*x_0**4.0/x_1**4.0 + 9.0e-5*x_0**4.0/x_1**2.0 - 3.0e-5*x_0**4.0 + 0.01436*x_1 + 0.0422*x_1**2.0 - 0.00014*x_1**3.0 - 0.00019*x_1**4.0 + 2.35965,-0.01267*x_1**4.0/x_0**4.0 - 0.04112*x_1**3.0/x_0**3.0 + 0.28999*x_1**2.0/x_0**2.0 - 0.00089*x_1**3.0/x_0**2.0 - 0.00253*x_1**4.0/x_0**2.0 + 0.53586*x_1/x_0**1.0 - 0.00199*x_1**2.0/x_0**1.0 - 0.00411*x_1**3.0/x_0**1.0 - 0.11232*x_0/x_1**1.0 - 0.00132*x_0*x_1 - 5.0e-5*x_0*x_1**2.0 + 0.00704*x_0 - 0.02174*x_0**2.0/x_1**2.0 + 0.0003*x_0**2.0/x_1**1.0 - 4.0e-5*x_0**2.0*x_1 - 0.00012*x_0**2.0*x_1**2.0 + 0.01543*x_0**2.0 - 0.00114*x_0**3.0/x_1**3.0 + 4.0e-5*x_0**3.0/x_1**2.0 + 0.0006*x_0**3.0/x_1**1.0 - 3.0e-5*x_0**3.0 - 9.0e-5*x_0**4.0/x_1**4.0 + 9.0e-5*x_0**4.0/x_1**2.0 - 3.0e-5*x_0**4.0 + 0.01239*x_1 + 0.03656*x_1**2.0 - 0.00012*x_1**3.0 - 0.00016*x_1**4.0 + 2.52023
1,[4],0.027481647208333015,343,-0.00355*x_1**4.0/x_0**4.0 - 0.01927*x_1**3.0/x_0**3.0 + 0.04721*x_1**2.0/x_0**2.0 - 7.0e-5*x_1**3.0/x_0**2.0 - 0.00012*x_1**4.0/x_0**2.0 + 0.1972*x_1/x_0**1.0 + 0.00375*x_1**2.0/x_0**1.0 - 0.00034*x_1**3.0/x_0**1.0 - 0.0114*x_0/x_1**1.0 + 0.04934*x_0*x_1 - 2.0e-5*x_0*x_1**2.0 + 0.00228*x_0 - 0.00447*x_0**2.0/x_1**2.0 + 7.0e-5*x_0**2.0/x_1**1.0 - 6.0e-5*x_0**2.0*x_1 - 0.00011*x_0**2.0*x_1**2.0 + 0.01041*x_0**2.0 - 1.0e-5*x_0**3.0/x_1**3.0 + 1.0e-5*x_0**3.0/x_1**1.0 - 6.0e-5*x_0**3.0 - 1.0e-5*x_0**4.0/x_1**4.0 + 2.0e-5*x_0**4.0/x_1**2.0 - 0.00013*x_0**4.0 + 0.01651*x_1 + 0.028*x_1**2.0 - 0.00023*x_1**3.0 - 0.0002*x_1**4.0 + 0.51619,0.0039*x_1**4.0/x_0**4.0 + 0.02119*x_1**3.0/x_0**3.0 + 0.08621*x_1**2.0/x_0**2.0 + 0.00139*x_1**3.0/x_0**2.0 + 0.00238*x_1**4.0/x_0**2.0 + 0.15233*x_1/x_0**1.0 + 0.01054*x_1**2.0/x_0**1.0 + 0.00645*x_1**3.0/x_0**1.0 - 0.01916*x_0/x_1**1.0 + 0.08446*x_0*x_1 - 8.0e-5*x_0*x_1**2.0 + 0.00256*x_0 - 0.00414*x_0**2.0/x_1**2.0 + 0.00011*x_0**2.0/x_1**1.0 - 0.00021*x_0**2.0*x_1 - 0.00036*x_0**2.0*x_1**2.0 + 0.01169*x_0**2.0 - 3.0e-5*x_0**3.0/x_1**3.0 + 3.0e-5*x_0**3.0/x_1**2.0 + 8.0e-5*x_0**3.0/x_1**1.0 - 0.0001*x_0**3.0 - 3.0e-5*x_0**4.0/x_1**4.0 + 0.00014*x_0**4.0/x_1**2.0 - 0.00023*x_0**4.0 + 0.02295*x_1 + 0.03889*x_1**2.0 - 0.00021*x_1**3.0 - 0.00018*x_1**4.0 + 0.31006,0.00035*x_1**4.0/x_0**4.0 + 0.00192*x_1**3.0/x_0**3.0 + 0.1385*x_1**2.0/x_0**2.0 + 0.00141*x_1**3.0/x_0**2.0 + 0.00241*x_1**4.0/x_0**2.0 + 0.36289*x_1/x_0**1.0 + 0.01536*x_1**2.0/x_0**1.0 + 0.00653*x_1**3.0/x_0**1.0 - 0.03233*x_0/x_1**1.0 + 0.14425*x_0*x_1 - 0.00013*x_0*x_1**2.0 + 0.00445*x_0 - 0.00843*x_0**2.0/x_1**2.0 + 0.00022*x_0**2.0/x_1**1.0 - 0.00035*x_0**2.0*x_1 - 0.0006*x_0**2.0*x_1**2.0 + 0.02028*x_0**2.0 - 6.0e-5*x_0**3.0/x_1**3.0 + 5.0e-5*x_0**3.0/x_1**2.0 + 0.00013*x_0**3.0/x_1**1.0 - 0.00014*x_0**3.0 - 5.0e-5*x_0**4.0/x_1**4.0 + 0.00022*x_0**4.0/x_1**2.0 - 0.00033*x_0**4.0 + 0.04208*x_1 + 0.07132*x_1**2.0 - 0.00049*x_1**3.0 - 0.00042*x_1**4.0 + 0.49214
1,[8],0.004371100105345249,309,0.00285*x_1**4.0/x_0**4.0 + 0.02685*x_1**3.0/x_0**3.0 + 0.14983*x_1**2.0/x_0**2.0 - 0.00071*x_1**3.0/x_0**2.0 - 0.00321*x_1**4.0/x_0**2.0 + 0.40764*x_1/x_0**1.0 - 0.00142*x_1**2.0/x_0**1.0 - 0.0151*x_1**3.0/x_0**1.0 - 0.02924*x_0/x_1**1.0 + 0.04267*x_0*x_1 - 5.0e-5*x_0*x_1**2.0 - 0.01831*x_0**2.0/x_1**2.0 - 6.0e-5*x_0**2.0/x_1**1.0 - 5.0e-5*x_0**2.0*x_1 - 0.00023*x_0**2.0*x_1**2.0 + 0.00018*x_0**2.0 + 0.00034*x_0**3.0/x_1**3.0 + 5.0e-5*x_0**3.0/x_1**1.0 + 0.00011*x_0**4.0/x_1**4.0 + 3.0e-5*x_0**4.0/x_1**2.0 - 1.0e-5*x_0**4.0 + 0.01526*x_1 + 0.0375*x_1**2.0 + 1.0e-5*x_1**3.0 + 3.0e-5*x_1**4.0 + 0.86869,0.0015*x_1**4.0/x_0**4.0 + 0.01409*x_1**3.0/x_0**3.0 + 0.12977*x_1**2.0/x_0**2.0 - 0.00027*x_1**3.0/x_0**2.0 - 0.00122*x_1**4.0/x_0**2.0 + 0.45398*x_1/x_0**1.0 - 0.00119*x_1**2.0/x_0**1.0 - 0.00574*x_1**3.0/x_0**1.0 - 0.05029*x_0/x_1**1.0 + 0.00062*x_0*x_1 - 3.0e-5*x_0*x_1**2.0 + 0.00105*x_0 - 0.03057*x_0**2.0/x_1**2.0 - 0.00017*x_0**2.0/x_1**1.0 - 3.0e-5*x_0**2.0*x_1 - 0.00012*x_0**2.0*x_1**2.0 + 0.00553*x_0**2.0 + 0.00063*x_0**3.0/x_1**3.0 + 0.0002*x_0**4.0/x_1**4.0 + 0.02183*x_1 + 0.09757*x_1**2.0 - 0.00011*x_1**3.0 - 0.00024*x_1**4.0 + 1.32286,0.0034*x_1**4.0/x_0**4.0 + 0.032*x_1**3.0/x_0**3.0 + 0.22418*x_1**2.0/x_0**2.0 - 0.00082*x_1**3.0/x_0**2.0 - 0.00373*x_1**4.0/x_0**2.0 + 0.70006*x_1/x_0**1.0 - 0.00176*x_1**2.0/x_0**1.0 - 0.01758*x_1**3.0/x_0**1.0 - 0.07672*x_0/x_1**1.0 + 0.04635*x_0*x_1 - 8.0e-5*x_0*x_1**2.0 + 0.00105*x_0 - 0.0476*x_0**2.0/x_1**2.0 - 0.00021*x_0**2.0/x_1**1.0 - 8.0e-5*x_0**2.0*x_1 - 0.00036*x_0**2.0*x_1**2.0 + 0.00564*x_0**2.0 + 0.00092*x_0**3.0/x_1**3.0 + 6.0e-5*x_0**3.0/x_1**1.0 + 0.0003*x_0**4.0/x_1**4.0 + 4.0e-5*x_0**4.0/x_1**2.0 - 2.0e-5*x_0**4.0 + 0.03777*x_1 + 0.13596*x_1**2.0 - 0.00011*x_1**3.0 - 0.00026*x_1**4.0 + 2.20477
2,"[1, 1]",0.7457471489906311,483,1.0e-5*x_1**7.0/x_0**7.0 + 0.00013*x_1**6.0/x_0**6.0 + 0.00078*x_1**5.0/x_0**5.0 + 0.00574*x_1**4.0/x_0**4.0 + 4.0e-5*x_1**6.0/x_0**4.0 + 0.0214*x_1**3.0/x_0**3.0 + 5.0e-5*x_1**4.0/x_0**3.0 + 0.00017*x_1**5.0/x_0**3.0 + 0.10553*x_1**2.0/x_0**2.0 + 0.00028*x_1**3.0/x_0**2.0 + 0.00115*x_1**4.0/x_0**2.0 + 0.20344*x_1/x_0**1.0 + 0.00108*x_1**2.0/x_0**1.0 + 0.00246*x_1**3.0/x_0**1.0 - 0.02955*x_0/x_1**1.0 + 0.0019*x_0*x_1 + 7.0e-5*x_0*x_1**2.0 + 2.0e-5*x_0*x_1**3.0 + 0.00621*x_0 - 0.01273*x_0**2.0/x_1**2.0 - 0.00024*x_0**2.0/x_1**1.0 + 2.0e-5*x_0**2.0*x_1 + 0.0001*x_0**2.0*x_1**2.0 + 0.00884*x_0**2.0 + 0.00043*x_0**3.0/x_1**3.0 - 0.0001*x_0**3.0/x_1**2.0 - 0.00032*x_0**3.0/x_1**1.0 + 7.0e-5*x_0**3.0 + 0.0001*x_0**4.0/x_1**4.0 - 0.00014*x_0**4.0/x_1**2.0 + 5.0e-5*x_0**4.0 + 0.00285*x_1 + 0.01032*x_1**2.0 + 2.0e-5*x_1**3.0 + 5.0e-5*x_1**4.0 + 1.10422,1.0e-5*x_1**7.0/x_0**7.0 + 0.00019*x_1**6.0/x_0**6.0 + 0.00113*x_1**5.0/x_0**5.0 + 0.00834*x_1**4.0/x_0**4.0 + 6.0e-5*x_1**6.0/x_0**4.0 + 0.03107*x_1**3.0/x_0**3.0 + 8.0e-5*x_1**4.0/x_0**3.0 + 0.00025*x_1**5.0/x_0**3.0 + 0.15322*x_1**2.0/x_0**2.0 + 0.0004*x_1**3.0/x_0**2.0 + 0.00167*x_1**4.0/x_0**2.0 + 0.29534*x_1/x_0**1.0 + 0.00156*x_1**2.0/x_0**1.0 + 0.00356*x_1**3.0/x_0**1.0 + 1.0e-5*x_1**5.0/x_0**1.0 - 0.04289*x_0/x_1**1.0 + 0.00276*x_0*x_1 + 0.0001*x_0*x_1**2.0 + 3.0e-5*x_0*x_1**3.0 + 0.00901*x_0 - 0.01847*x_0**2.0/x_1**2.0 - 0.00035*x_0**2.0/x_1**1.0 + 4.0e-5*x_0**2.0*x_1 + 0.00015*x_0**2.0*x_1**2.0 + 0.01281*x_0**2.0 + 0.00063*x_0**3.0/x_1**3.0 - 0.00014*x_0**3.0/x_1**2.0 - 0.00045*x_0**3.0/x_1**1.0 + 1.0e-5*x_0**3.0*x_1 + 0.0001*x_0**3.0 + 0.00015*x_0**4.0/x_1**4.0 - 0.0002*x_0**4.0/x_1**2.0 + 7.0e-5*x_0**4.0 + 0.00413*x_1 + 0.01496*x_1**2.0 + 4.0e-5*x_1**3.0 + 9.0e-5*x_1**4.0 + 1.66808,3.0e-5*x_1**7.0/x_0**7.0 + 0.00034*x_1**6.0/x_0**6.0 + 0.00199*x_1**5.0/x_0**5.0 + 0.01466*x_1**4.0/x_0**4.0 + 1.0e-5*x_1**5.0/x_0**4.0 + 0.0001*x_1**6.0/x_0**4.0 + 0.05462*x_1**3.0/x_0**3.0 + 0.00013*x_1**4.0/x_0**3.0 + 0.00044*x_1**5.0/x_0**3.0 + 0.2694*x_1**2.0/x_0**2.0 + 0.0007*x_1**3.0/x_0**2.0 + 0.00293*x_1**4.0/x_0**2.0 + 1.0e-5*x_1**6.0/x_0**2.0 + 0.51932*x_1/x_0**1.0 + 0.00274*x_1**2.0/x_0**1.0 + 0.00626*x_1**3.0/x_0**1.0 + 1.0e-5*x_1**4.0/x_0**1.0 + 2.0e-5*x_1**5.0/x_0**1.0 - 0.07541*x_0/x_1**1.0 + 0.00487*x_0*x_1 + 0.00019*x_0*x_1**2.0 + 5.0e-5*x_0*x_1**3.0 + 0.01584*x_0 - 0.03247*x_0**2.0/x_1**2.0 - 0.00061*x_0**2.0/x_1**1.0 + 7.0e-5*x_0**2.0*x_1 + 0.00027*x_0**2.0*x_1**2.0 + 0.02254*x_0**2.0 + 0.00111*x_0**3.0/x_1**3.0 - 0.00025*x_0**3.0/x_1**2.0 - 0.0008*x_0**3.0/x_1**1.0 + 2.0e-5*x_0**3.0*x_1 + 0.00017*x_0**3.0 + 0.00026*x_0**4.0/x_1**4.0 - 0.00036*x_0**4.0/x_1**2.0 + 0.00012*x_0**4.0 + 0.00727*x_1 + 0.02632*x_1**2.0 + 7.0e-5*x_1**3.0 + 0.00015*x_1**4.0 + 2.18635
2,"[1, 2]",0.25378304719924927,508,0.00011*x_1**6.0/x_0**6.0 + 0.00024*x_1**5.0/x_0**5.0 + 0.00601*x_1**4.0/x_0**4.0 + 3.0e-5*x_1**6.0/x_0**4.0 + 0.0084*x_1**3.0/x_0**3.0 + 2.0e-5*x_1**4.0/x_0**3.0 + 4.0e-5*x_1**5.0/x_0**3.0 + 0.15068*x_1**2.0/x_0**2.0 + 0.00018*x_1**3.0/x_0**2.0 + 0.00093*x_1**4.0/x_0**2.0 + 0.10141*x_1/x_0**1.0 + 0.00069*x_1**2.0/x_0**1.0 + 0.00066*x_1**3.0/x_0**1.0 - 0.0881*x_0/x_1**1.0 - 4.0e-5*x_0*x_1 + 4.0e-5*x_0*x_1**2.0 + 0.00709*x_0 - 0.05304*x_0**2.0/x_1**2.0 - 0.00039*x_0**2.0/x_1**1.0 + 5.0e-5*x_0**2.0*x_1**2.0 + 0.00845*x_0**2.0 + 0.00251*x_0**3.0/x_1**3.0 - 0.00021*x_0**3.0/x_1**2.0 - 0.0004*x_0**3.0/x_1**1.0 + 3.0e-5*x_0**3.0 + 0.00077*x_0**4.0/x_1**4.0 - 0.00025*x_0**4.0/x_1**2.0 + 2.0e-5*x_0**4.0 - 3.0e-5*x_0**5.0/x_1**5.0 + 0.00237*x_1 + 0.0121*x_1**2.0 + 1.0e-5*x_1**3.0 + 3.0e-5*x_1**4.0 + 2.17557,2.0e-5*x_1**7.0/x_0**7.0 + 0.00062*x_1**6.0/x_0**6.0 + 0.0013*x_1**5.0/x_0**5.0 + 0.01816*x_1**4.0/x_0**4.0 + 2.0e-5*x_1**5.0/x_0**4.0 + 0.00014*x_1**6.0/x_0**4.0 + 0.02444*x_1**3.0/x_0**3.0 + 0.00013*x_1**4.0/x_0**3.0 + 0.0002*x_1**5.0/x_0**3.0 + 0.20845*x_1**2.0/x_0**2.0 + 0.0006*x_1**3.0/x_0**2.0 + 0.00285*x_1**4.0/x_0**2.0 + 1.0e-5*x_1**6.0/x_0**2.0 + 0.12621*x_1/x_0**1.0 + 0.00204*x_1**2.0/x_0**1.0 + 0.00195*x_1**3.0/x_0**1.0 + 1.0e-5*x_1**4.0/x_0**1.0 - 0.1241*x_0/x_1**1.0 - 0.00019*x_0*x_1 + 0.00014*x_0*x_1**2.0 + 1.0e-5*x_0*x_1**3.0 + 0.0094*x_0 - 0.0685*x_0**2.0/x_1**2.0 - 0.00118*x_0**2.0/x_1**1.0 + 3.0e-5*x_0**2.0*x_1 + 0.00016*x_0**2.0*x_1**2.0 + 0.0109*x_0**2.0 + 0.00745*x_0**3.0/x_1**3.0 - 0.00059*x_0**3.0/x_1**2.0 - 0.00118*x_0**3.0/x_1**1.0 + 0.0001*x_0**3.0 + 0.00217*x_0**4.0/x_1**4.0 + 4.0e-5*x_0**4.0/x_1**3.0 - 0.00071*x_0**4.0/x_1**2.0 + 6.0e-5*x_0**4.0 - 0.00014*x_0**5.0/x_1**5.0 + 1.0e-5*x_0**5.0/x_1**4.0 + 5.0e-5*x_0**5.0/x_1**3.0 - 3.0e-5*x_0**6.0/x_1**6.0 + 1.0e-5*x_0**6.0/x_1**4.0 + 0.00378*x_1 + 0.01745*x_1**2.0 + 4.0e-5*x_1**3.0 + 0.00012*x_1**4.0 + 2.23593,1.0e-5*x_1**7.0/x_0**7.0 + 0.00043*x_1**6.0/x_0**6.0 + 0.00092*x_1**5.0/x_0**5.0 + 0.01881*x_1**4.0/x_0**4.0 + 2.0e-5*x_1**5.0/x_0**4.0 + 0.0001*x_1**6.0/x_0**4.0 + 0.02603*x_1**3.0/x_0**3.0 + 8.0e-5*x_1**4.0/x_0**3.0 + 0.00014*x_1**5.0/x_0**3.0 + 0.40165*x_1**2.0/x_0**2.0 + 0.00058*x_1**3.0/x_0**2.0 + 0.00294*x_1**4.0/x_0**2.0 + 0.26633*x_1/x_0**1.0 + 0.00214*x_1**2.0/x_0**1.0 + 0.00206*x_1**3.0/x_0**1.0 - 0.23549*x_0/x_1**1.0 - 0.00014*x_0*x_1 + 0.00014*x_0*x_1**2.0 + 0.01877*x_0 - 0.13998*x_0**2.0/x_1**2.0 - 0.00122*x_0**2.0/x_1**1.0 + 3.0e-5*x_0**2.0*x_1 + 0.00017*x_0**2.0*x_1**2.0 + 0.02231*x_0**2.0 + 0.00783*x_0**3.0/x_1**3.0 - 0.00064*x_0**3.0/x_1**2.0 - 0.00124*x_0**3.0/x_1**1.0 + 0.00011*x_0**3.0 + 0.00237*x_0**4.0/x_1**4.0 + 3.0e-5*x_0**4.0/x_1**3.0 - 0.00077*x_0**4.0/x_1**2.0 + 6.0e-5*x_0**4.0 - 0.0001*x_0**5.0/x_1**5.0 + 3.0e-5*x_0**5.0/x_1**3.0 - 2.0e-5*x_0**6.0/x_1**6.0 + 0.00646*x_1 + 0.03244*x_1**2.0 + 4.0e-5*x_1**3.0 + 0.00012*x_1**4.0 + 4.77805
2,"[1, 4]",0.05667045712471008,524,-2.0e-5*x_1**7.0/x_0**7.0 - 0.00017*x_1**6.0/x_0**6.0 - 0.0008*x_1**5.0/x_0**5.0 - 1.0e-5*x_1**7.0/x_0**5.0 + 0.00228*x_1**4.0/x_0**4.0 - 2.0e-5*x_1**5.0/x_0**4.0 - 9.0e-5*x_1**6.0/x_0**4.0 + 0.01625*x_1**3.0/x_0**3.0 - 6.0e-5*x_1**4.0/x_0**3.0 - 0.00032*x_1**5.0/x_0**3.0 + 0.15322*x_1**2.0/x_0**2.0 + 0.00023*x_1**3.0/x_0**2.0 + 0.00129*x_1**4.0/x_0**2.0 - 2.0e-5*x_1**6.0/x_0**2.0 + 0.29507*x_1/x_0**1.0 + 0.00077*x_1**2.0/x_0**1.0 + 0.00359*x_1**3.0/x_0**1.0 - 1.0e-5*x_1**4.0/x_0**1.0 - 3.0e-5*x_1**5.0/x_0**1.0 - 0.0368*x_0/x_1**1.0 + 0.00055*x_0*x_1 + 2.0e-5*x_0*x_1**2.0 - 2.0e-5*x_0*x_1**3.0 + 0.00136*x_0 - 0.03076*x_0**2.0/x_1**2.0 - 9.0e-5*x_0**2.0/x_1**1.0 + 2.0e-5*x_0**2.0*x_1 + 8.0e-5*x_0**2.0*x_1**2.0 + 0.00646*x_0**2.0 + 0.0004*x_0**3.0/x_1**3.0 - 2.0e-5*x_0**3.0/x_1**2.0 - 8.0e-5*x_0**3.0/x_1**1.0 + 0.00021*x_0**4.0/x_1**4.0 - 9.0e-5*x_0**4.0/x_1**2.0 + 1.0e-5*x_0**4.0 + 0.00562*x_1 + 0.02851*x_1**2.0 + 7.0e-5*x_1**3.0 + 0.00017*x_1**4.0 + 1.44918,-2.0e-5*x_1**7.0/x_0**7.0 - 0.00018*x_1**6.0/x_0**6.0 - 0.00084*x_1**5.0/x_0**5.0 - 1.0e-5*x_1**7.0/x_0**5.0 + 0.00446*x_1**4.0/x_0**4.0 - 2.0e-5*x_1**5.0/x_0**4.0 - 0.0001*x_1**6.0/x_0**4.0 + 0.02617*x_1**3.0/x_0**3.0 - 6.0e-5*x_1**4.0/x_0**3.0 - 0.00033*x_1**5.0/x_0**3.0 + 0.22289*x_1**2.0/x_0**2.0 + 0.00041*x_1**3.0/x_0**2.0 + 0.00222*x_1**4.0/x_0**2.0 - 2.0e-5*x_1**6.0/x_0**2.0 + 0.42393*x_1/x_0**1.0 + 0.00122*x_1**2.0/x_0**1.0 + 0.00569*x_1**3.0/x_0**1.0 - 1.0e-5*x_1**4.0/x_0**1.0 - 3.0e-5*x_1**5.0/x_0**1.0 - 0.05347*x_0/x_1**1.0 + 0.00083*x_0*x_1 + 3.0e-5*x_0*x_1**2.0 - 2.0e-5*x_0*x_1**3.0 + 0.00195*x_0 - 0.04418*x_0**2.0/x_1**2.0 - 0.00015*x_0**2.0/x_1**1.0 + 3.0e-5*x_0**2.0*x_1 + 0.00013*x_0**2.0*x_1**2.0 + 0.00923*x_0**2.0 + 0.00066*x_0**3.0/x_1**3.0 - 3.0e-5*x_0**3.0/x_1**2.0 - 0.00013*x_0**3.0/x_1**1.0 + 0.00033*x_0**4.0/x_1**4.0 - 0.00015*x_0**4.0/x_1**2.0 + 2.0e-5*x_0**4.0 + 0.00809*x_1 + 0.04106*x_1**2.0 + 0.0001*x_1**3.0 + 0.00027*x_1**4.0 + 1.6216,-4.0e-5*x_1**7.0/x_0**7.0 - 0.00035*x_1**6.0/x_0**6.0 - 0.00164*x_1**5.0/x_0**5.0 - 2.0e-5*x_1**7.0/x_0**5.0 + 0.00675*x_1**4.0/x_0**4.0 - 4.0e-5*x_1**5.0/x_0**4.0 - 0.00019*x_1**6.0/x_0**4.0 + 0.04244*x_1**3.0/x_0**3.0 - 0.00013*x_1**4.0/x_0**3.0 - 0.00065*x_1**5.0/x_0**3.0 + 0.37631*x_1**2.0/x_0**2.0 + 0.00065*x_1**3.0/x_0**2.0 + 0.00351*x_1**4.0/x_0**2.0 - 1.0e-5*x_1**5.0/x_0**2.0 - 3.0e-5*x_1**6.0/x_0**2.0 + 0.71939*x_1/x_0**1.0 + 0.00201*x_1**2.0/x_0**1.0 + 0.0093*x_1**3.0/x_0**1.0 - 2.0e-5*x_1**4.0/x_0**1.0 - 6.0e-5*x_1**5.0/x_0**1.0 - 0.09033*x_0/x_1**1.0 + 0.00141*x_0*x_1 + 5.0e-5*x_0*x_1**2.0 - 3.0e-5*x_0*x_1**3.0 + 0.00332*x_0 - 0.07498*x_0**2.0/x_1**2.0 - 0.00024*x_0**2.0/x_1**1.0 + 4.0e-5*x_0**2.0*x_1 + 0.00022*x_0**2.0*x_1**2.0 + 0.01572*x_0**2.0 + 0.00106*x_0**3.0/x_1**3.0 - 5.0e-5*x_0**3.0/x_1**2.0 - 0.00024*x_0**3.0/x_1**1.0 + 1.0e-5*x_0**3.0 + 0.00055*x_0**4.0/x_1**4.0 - 0.00024*x_0**4.0/x_1**2.0 + 3.0e-5*x_0**4.0 + 0.01374*x_1 + 0.06961*x_1**2.0 + 0.00017*x_1**3.0 + 0.00042*x_1**4.0 + 3.06882
